"URI","rdf-schema#label","animator_label","animator","developer_label","developer","director_label","director","distributor_label","distributor","imdbId","language_label","language","producer_label","producer","series_label","series","status","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","owl#differentFrom_label","owl#differentFrom"
"http://dbpedia.org/resource/Rail_Rode","Rail Rode","Manny Gould","http://dbpedia.org/resource/Manny_Gould","NULL","NULL","Manny Gould","http://dbpedia.org/resource/Manny_Gould","Paramount Pictures","http://dbpedia.org/resource/Paramount_Pictures","NULL","NULL","NULL","NULL","NULL","Krazy Kat","http://dbpedia.org/resource/Krazy_Kat","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Ration_Bored","Ration Bored","{Laverne Harding|Paul Smith (animator)|Robert Bentley (animator)|Lester_Kline}","{http://dbpedia.org/resource/Laverne_Harding|http://dbpedia.org/resource/Paul_Smith_(animator)|http://dbpedia.org/resource/Robert_Bentley_(animator)|http://dbpedia.org/resource/Lester_Kline}","NULL","NULL","{Emery Hawkins|Milt_Schaffer}","{http://dbpedia.org/resource/Emery_Hawkins|http://dbpedia.org/resource/Milt_Schaffer}","Universal Studios","http://dbpedia.org/resource/Universal_Studios","NULL","NULL","NULL","Walter Lantz","http://dbpedia.org/resource/Walter_Lantz","Woody Woodpecker filmography","http://dbpedia.org/resource/Woody_Woodpecker_filmography","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Ratskin","Ratskin","NULL","NULL","NULL","NULL","Manny Gould","http://dbpedia.org/resource/Manny_Gould","Columbia Pictures","http://dbpedia.org/resource/Columbia_Pictures","NULL","NULL","NULL","Charles Mintz","http://dbpedia.org/resource/Charles_Mintz","Krazy Kat","http://dbpedia.org/resource/Krazy_Kat","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Raw!_Raw!_Rooster!","Raw! Raw! Rooster!","NULL","NULL","NULL","NULL","Robert McKimson","http://dbpedia.org/resource/Robert_McKimson","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","NULL","NULL","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Ready,_Set,_Zoom!","Ready Set Zoom!","{Ken Harris|Abe Levitow|Richard Thompson (animator)|Ben Washam|Lloyd Vaughan}","{http://dbpedia.org/resource/Ken_Harris|http://dbpedia.org/resource/Abe_Levitow|http://dbpedia.org/resource/Richard_Thompson_(animator)|http://dbpedia.org/resource/Ben_Washam|http://dbpedia.org/resource/Lloyd_Vaughan}","NULL","NULL","Chuck Jones","http://dbpedia.org/resource/Chuck_Jones","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","NULL","NULL","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Ready,_Woolen_and_Able","Ready Woolen and Able","{Ken Harris|Richard Thompson (animator)|Ben Washam}","{http://dbpedia.org/resource/Ken_Harris|http://dbpedia.org/resource/Richard_Thompson_(animator)|http://dbpedia.org/resource/Ben_Washam}","NULL","NULL","Chuck Jones","http://dbpedia.org/resource/Chuck_Jones","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","John W. Burton (film producer)","http://dbpedia.org/resource/John_W._Burton_(film_producer)","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Real_Gone_Woody","Real Gone Woody","{Laverne Harding|Gil Turner|Robert Bentley (animator)|Art Landy|Raymond_Jacobs_(animator)}","{http://dbpedia.org/resource/Laverne_Harding|http://dbpedia.org/resource/Gil_Turner|http://dbpedia.org/resource/Robert_Bentley_(animator)|http://dbpedia.org/resource/Art_Landy|http://dbpedia.org/resource/Raymond_Jacobs_(animator)}","NULL","NULL","Paul Smith (animator)","http://dbpedia.org/resource/Paul_Smith_(animator)","Universal Studios","http://dbpedia.org/resource/Universal_Studios","NULL","NULL","NULL","Walter Lantz","http://dbpedia.org/resource/Walter_Lantz","Woody Woodpecker filmography","http://dbpedia.org/resource/Woody_Woodpecker_filmography","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Reason_and_Emotion","Reason and Emotion","{Ward Kimball|Bill Tytla|Ollie Johnston|Fred Moore (animator)|Milt Kahl}","{http://dbpedia.org/resource/Ward_Kimball|http://dbpedia.org/resource/Bill_Tytla|http://dbpedia.org/resource/Ollie_Johnston|http://dbpedia.org/resource/Fred_Moore_(animator)|http://dbpedia.org/resource/Milt_Kahl}","NULL","NULL","NULL","NULL","RKO Pictures","http://dbpedia.org/resource/RKO_Pictures","NULL","NULL","NULL","Walt Disney","http://dbpedia.org/resource/Walt_Disney","NULL","NULL","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Rebel_Rabbit","Rebel Rabbit","{Charles McKimson|Phil DeLara|Manny Gould}","{http://dbpedia.org/resource/Charles_McKimson|http://dbpedia.org/resource/Phil_DeLara|http://dbpedia.org/resource/Manny_Gould}","NULL","NULL","Robert McKimson","http://dbpedia.org/resource/Robert_McKimson","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","{Bugs Bunny|Merrie Melodies}","{http://dbpedia.org/resource/Bugs_Bunny|http://dbpedia.org/resource/Merrie_Melodies}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Rebel_Without_Claws","Rebel Without Claws","{Arthur Davis (animator)|Gerry Chiniquy|Virgil Ross|Tom Ray}","{http://dbpedia.org/resource/Arthur_Davis_(animator)|http://dbpedia.org/resource/Gerry_Chiniquy|http://dbpedia.org/resource/Virgil_Ross|http://dbpedia.org/resource/Tom_Ray}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","NULL","NULL","{Looney Tunes|Sylvester (Looney Tunes)}","{http://dbpedia.org/resource/Looney_Tunes|http://dbpedia.org/resource/Sylvester_(Looney_Tunes)}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Red-Headed_Baby","Red-Headed Baby","{Carman Maxwell|Rollin Hamilton}","{http://dbpedia.org/resource/Carman_Maxwell|http://dbpedia.org/resource/Rollin_Hamilton}","NULL","NULL","Harman and Ising","http://dbpedia.org/resource/Harman_and_Ising","NULL","NULL","NULL","NULL","NULL","Harman and Ising","http://dbpedia.org/resource/Harman_and_Ising","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Red_Hot_Mamma","Red Hot Mamma","{David Tendlar|Willard Bowsky}","{http://dbpedia.org/resource/David_Tendlar|http://dbpedia.org/resource/Willard_Bowsky}","NULL","NULL","Dave Fleischer","http://dbpedia.org/resource/Dave_Fleischer","Paramount Pictures","http://dbpedia.org/resource/Paramount_Pictures","NULL","NULL","NULL","Max Fleischer","http://dbpedia.org/resource/Max_Fleischer","Betty Boop","http://dbpedia.org/resource/Betty_Boop","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Red_Hot_Music","Red Hot Music","Carlo Vinci","http://dbpedia.org/resource/Carlo_Vinci","NULL","NULL","NULL","NULL","20th Century Fox","http://dbpedia.org/resource/20th_Century_Fox","NULL","NULL","NULL","NULL","NULL","Kiko the Kangaroo","http://dbpedia.org/resource/Kiko_the_Kangaroo","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Red_Hot_Riding_Hood","Red Hot Riding Hood","{Preston Blair|Irven Spence|Ed Love}","{http://dbpedia.org/resource/Preston_Blair|http://dbpedia.org/resource/Irven_Spence|http://dbpedia.org/resource/Ed_Love}","NULL","NULL","Tex Avery","http://dbpedia.org/resource/Tex_Avery","Loews Cineplex Entertainment","http://dbpedia.org/resource/Loews_Cineplex_Entertainment","NULL","NULL","NULL","Fred Quimby","http://dbpedia.org/resource/Fred_Quimby","NULL","NULL","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Red_Riding_Hoodlum","Red Riding Hoodlum","{Robert Bentley (animator)|Art Landy|Raymond_Jacobs_(animator)|Les_Kline}","{http://dbpedia.org/resource/Robert_Bentley_(animator)|http://dbpedia.org/resource/Art_Landy|http://dbpedia.org/resource/Raymond_Jacobs_(animator)|http://dbpedia.org/resource/Les_Kline}","NULL","NULL","Paul Smith (animator)","http://dbpedia.org/resource/Paul_Smith_(animator)","Universal Studios","http://dbpedia.org/resource/Universal_Studios","NULL","NULL","NULL","Walter Lantz","http://dbpedia.org/resource/Walter_Lantz","Woody Woodpecker filmography","http://dbpedia.org/resource/Woody_Woodpecker_filmography","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Red_Riding_Hoodwinked","Red Riding Hoodwinked","{Arthur Davis (animator)|Gerry Chiniquy}","{http://dbpedia.org/resource/Arthur_Davis_(animator)|http://dbpedia.org/resource/Gerry_Chiniquy}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","{Looney Tunes|Tweety|Granny (Looney Tunes)}","{http://dbpedia.org/resource/Looney_Tunes|http://dbpedia.org/resource/Tweety|http://dbpedia.org/resource/Granny_(Looney_Tunes)}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Rhapsody_Rabbit","Rhapsody Rabbit","{Gerry Chiniquy|Virgil Ross|Manuel Perez (animator)}","{http://dbpedia.org/resource/Gerry_Chiniquy|http://dbpedia.org/resource/Virgil_Ross|http://dbpedia.org/resource/Manuel_Perez_(animator)}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","0038880","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Rhapsody_in_Rivets","Rhapsody in Rivets","NULL","NULL","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Leon Schlesinger","http://dbpedia.org/resource/Leon_Schlesinger","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Rhymes_with_Coop","Rhymes with Coop","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Kid vs. Kat","http://dbpedia.org/resource/Kid_vs._Kat","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Rhythm_on_the_Reservation","Rhythm on the Reservation","{Myron Waldman|Graham_Place}","{http://dbpedia.org/resource/Myron_Waldman|http://dbpedia.org/resource/Graham_Place}","NULL","NULL","Dave Fleischer","http://dbpedia.org/resource/Dave_Fleischer","Paramount Pictures","http://dbpedia.org/resource/Paramount_Pictures","NULL","NULL","NULL","Max Fleischer","http://dbpedia.org/resource/Max_Fleischer","Betty Boop","http://dbpedia.org/resource/Betty_Boop","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Ride_Him,_Bosko!","Ride Him Bosko!","{Friz Freleng|Norman_Blackburn_(animator)}","{http://dbpedia.org/resource/Friz_Freleng|http://dbpedia.org/resource/Norman_Blackburn_(animator)}","NULL","NULL","Harman and Ising","http://dbpedia.org/resource/Harman_and_Ising","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Harman and Ising","http://dbpedia.org/resource/Harman_and_Ising","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Riding_the_Rails","Riding the Rails","{Myron Waldman|Hicks Lokey}","{http://dbpedia.org/resource/Myron_Waldman|http://dbpedia.org/resource/Hicks_Lokey}","NULL","NULL","Dave Fleischer","http://dbpedia.org/resource/Dave_Fleischer","Paramount Pictures","http://dbpedia.org/resource/Paramount_Pictures","0030682","NULL","NULL","Max Fleischer","http://dbpedia.org/resource/Max_Fleischer","Betty Boop","http://dbpedia.org/resource/Betty_Boop","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Riff_Raffy_Daffy","Riff Raffy Daffy","{Bill Melendez|Don Williams|Emery Hawkins}","{http://dbpedia.org/resource/Bill_Melendez|http://dbpedia.org/resource/Don_Williams|http://dbpedia.org/resource/Emery_Hawkins}","NULL","NULL","Arthur Davis (animator)","http://dbpedia.org/resource/Arthur_Davis_(animator)","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","{Looney Tunes|Porky Pig}","{http://dbpedia.org/resource/Looney_Tunes|http://dbpedia.org/resource/Porky_Pig}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Road_Runner_a_Go-Go","Road Runner a Go-Go","{Ken Harris|Richard Thompson (animator)|Tom Ray|Ben Washam|Bob_Bransford}","{http://dbpedia.org/resource/Ken_Harris|http://dbpedia.org/resource/Richard_Thompson_(animator)|http://dbpedia.org/resource/Tom_Ray|http://dbpedia.org/resource/Ben_Washam|http://dbpedia.org/resource/Bob_Bransford}","NULL","NULL","Chuck Jones","http://dbpedia.org/resource/Chuck_Jones","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","David H. DePatie","http://dbpedia.org/resource/David_H._DePatie","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Road_to_Andalay","Road to Andalay","{Norman McCabe|Bob Matz|Don Williams (animator)}","{http://dbpedia.org/resource/Norman_McCabe|http://dbpedia.org/resource/Bob_Matz|http://dbpedia.org/resource/Don_Williams_(animator)}","NULL","NULL","{Friz Freleng|Hawley Pratt}","{http://dbpedia.org/resource/Friz_Freleng|http://dbpedia.org/resource/Hawley_Pratt}","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","{Friz Freleng|David H. DePatie}","{http://dbpedia.org/resource/Friz_Freleng|http://dbpedia.org/resource/David_H._DePatie}","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Robin_Hood_Daffy","Robin Hood Daffy","{Ken Harris|Abe Levitow|Richard Thompson (animator)}","{http://dbpedia.org/resource/Ken_Harris|http://dbpedia.org/resource/Abe_Levitow|http://dbpedia.org/resource/Richard_Thompson_(animator)}","NULL","NULL","Chuck Jones","http://dbpedia.org/resource/Chuck_Jones","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","John W. Burton (film producer)","http://dbpedia.org/resource/John_W._Burton_(film_producer)","{Porky Pig|Merrie Melodies}","{http://dbpedia.org/resource/Porky_Pig|http://dbpedia.org/resource/Merrie_Melodies}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Robin_Hood_Makes_Good","Robin Hood Makes Good","{Robert McKimson|Ken Harris}","{http://dbpedia.org/resource/Robert_McKimson|http://dbpedia.org/resource/Ken_Harris}","NULL","NULL","Chuck Jones","http://dbpedia.org/resource/Chuck_Jones","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Leon Schlesinger","http://dbpedia.org/resource/Leon_Schlesinger","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Robin_Hoodwinked","Robin Hoodwinked","{Kenneth Muse|Carlo Vinci|Lewis_Marshall|James_Escalante}","{http://dbpedia.org/resource/Kenneth_Muse|http://dbpedia.org/resource/Carlo_Vinci|http://dbpedia.org/resource/Lewis_Marshall|http://dbpedia.org/resource/James_Escalante}","NULL","NULL","{William Hanna|Joseph Barbera}","{http://dbpedia.org/resource/William_Hanna|http://dbpedia.org/resource/Joseph_Barbera}","Metro-Goldwyn-Mayer","http://dbpedia.org/resource/Metro-Goldwyn-Mayer","NULL","NULL","NULL","{William Hanna|Joseph Barbera}","{http://dbpedia.org/resource/William_Hanna|http://dbpedia.org/resource/Joseph_Barbera}","Tom and Jerry","http://dbpedia.org/resource/Tom_and_Jerry","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/Robot_Rabbit","Robot Rabbit","{Arthur Davis (animator)|Virgil Ross|Manuel Perez (animator)}","{http://dbpedia.org/resource/Arthur_Davis_(animator)|http://dbpedia.org/resource/Virgil_Ross|http://dbpedia.org/resource/Manuel_Perez_(animator)}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
