"URI","rdf-schema#label","animator_label","animator","developer_label","developer","director_label","director","distributor_label","distributor","imdbId","language_label","language","producer_label","producer","series_label","series","status","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","owl#differentFrom_label","owl#differentFrom"
"URI","http://www.w3.org/2000/01/rdf-schema#label","http://dbpedia.org/ontology/animator","http://dbpedia.org/ontology/animator","http://dbpedia.org/ontology/developer","http://dbpedia.org/ontology/developer","http://dbpedia.org/ontology/director","http://dbpedia.org/ontology/director","http://dbpedia.org/ontology/distributor","http://dbpedia.org/ontology/distributor","http://dbpedia.org/ontology/imdbId","http://dbpedia.org/ontology/language","http://dbpedia.org/ontology/language","http://dbpedia.org/ontology/producer","http://dbpedia.org/ontology/producer","http://dbpedia.org/ontology/series","http://dbpedia.org/ontology/series","http://dbpedia.org/ontology/status","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#differentFrom","http://www.w3.org/2002/07/owl#differentFrom"
"URI","XMLSchema#string","XMLSchema#string","Agent","XMLSchema#string","Agent","XMLSchema#string","Person","XMLSchema#string","Organisation","XMLSchema#string","XMLSchema#string","Language","XMLSchema#string","Agent","XMLSchema#string","owl#Thing","XMLSchema#string","XMLSchema#string","owl#Thing","XMLSchema#string","owl#Thing"
"http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Agent","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Agent","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Person","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Organisation","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Language","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Agent","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing"
"http://dbpedia.org/resource/(Blooper)_Bunny","(Blooper) Bunny","{Dean Yeagle|Nancy Beiman|Doug_Compton|Russell_Calabrese|Frank_Gabriel|Nelson_Rhodes|Larry_Ruppel|Louis_Tate}","{http://dbpedia.org/resource/Dean_Yeagle|http://dbpedia.org/resource/Nancy_Beiman|http://dbpedia.org/resource/Doug_Compton|http://dbpedia.org/resource/Russell_Calabrese|http://dbpedia.org/resource/Frank_Gabriel|http://dbpedia.org/resource/Nelson_Rhodes|http://dbpedia.org/resource/Larry_Ruppel|http://dbpedia.org/resource/Louis_Tate}","NULL","NULL","{Greg Ford|Terry_Lennon}","{http://dbpedia.org/resource/Greg_Ford|http://dbpedia.org/resource/Terry_Lennon}","NULL","NULL","0101484","NULL","NULL","Greg Ford","http://dbpedia.org/resource/Greg_Ford","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/14_Carrot_Rabbit","14 Carrot Rabbit","{Arthur Davis (animator)|Virgil Ross|Manuel Perez (animator)}","{http://dbpedia.org/resource/Arthur_Davis_(animator)|http://dbpedia.org/resource/Virgil_Ross|http://dbpedia.org/resource/Manuel_Perez_(animator)}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/8_Ball_Bunny","8 Ball Bunny","{Ken Harris|Emery Hawkins|Phil Monroe|Ben Washam}","{http://dbpedia.org/resource/Ken_Harris|http://dbpedia.org/resource/Emery_Hawkins|http://dbpedia.org/resource/Phil_Monroe|http://dbpedia.org/resource/Ben_Washam}","NULL","NULL","Chuck Jones","http://dbpedia.org/resource/Chuck_Jones","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A-Haunting_We_Will_Go_(1966_film)","A-Haunting We Will Go (1966 film)","{Warren Batchelder|Bob Matz|Manuel Perez (animator)|George_Grandpré}","{http://dbpedia.org/resource/Warren_Batchelder|http://dbpedia.org/resource/Bob_Matz|http://dbpedia.org/resource/Manuel_Perez_(animator)|http://dbpedia.org/resource/George_Grandpré}","NULL","NULL","Robert McKimson","http://dbpedia.org/resource/Robert_McKimson","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","{Friz Freleng|David H. DePatie}","{http://dbpedia.org/resource/Friz_Freleng|http://dbpedia.org/resource/David_H._DePatie}","{Looney Tunes|Speedy Gonzales|Witch Hazel (Looney Tunes)}","{http://dbpedia.org/resource/Looney_Tunes|http://dbpedia.org/resource/Speedy_Gonzales|http://dbpedia.org/resource/Witch_Hazel_(Looney_Tunes)}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A-Lad-In_His_Lamp","A-Lad-In His Lamp","{Charles McKimson|Phil DeLara|Manny Gould|John_Carey_(animator)}","{http://dbpedia.org/resource/Charles_McKimson|http://dbpedia.org/resource/Phil_DeLara|http://dbpedia.org/resource/Manny_Gould|http://dbpedia.org/resource/John_Carey_(animator)}","NULL","NULL","Robert McKimson","http://dbpedia.org/resource/Robert_McKimson","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Barnyard_Frolic","A Barnyard Frolic","NULL","NULL","NULL","NULL","Bill Nolan (animator)","http://dbpedia.org/resource/Bill_Nolan_(animator)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Krazy Kat","http://dbpedia.org/resource/Krazy_Kat","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Bear_for_Punishment","A Bear for Punishment","{Ken Harris|Phil Monroe|Ben Washam|Lloyd Vaughan}","{http://dbpedia.org/resource/Ken_Harris|http://dbpedia.org/resource/Phil_Monroe|http://dbpedia.org/resource/Ben_Washam|http://dbpedia.org/resource/Lloyd_Vaughan}","NULL","NULL","Chuck Jones","http://dbpedia.org/resource/Chuck_Jones","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","NULL","NULL","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Bird_in_a_Bonnet","A Bird in a Bonnet","{Arthur Davis (animator)|Gerry Chiniquy|Virgil Ross}","{http://dbpedia.org/resource/Arthur_Davis_(animator)|http://dbpedia.org/resource/Gerry_Chiniquy|http://dbpedia.org/resource/Virgil_Ross}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","John W. Burton (film producer)","http://dbpedia.org/resource/John_W._Burton_(film_producer)","{Tweety|Merrie Melodies}","{http://dbpedia.org/resource/Tweety|http://dbpedia.org/resource/Merrie_Melodies}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Bird_in_a_Guilty_Cage","A Bird in a Guilty Cage","{Arthur Davis (animator)|Virgil Ross|Manuel Perez (animator)}","{http://dbpedia.org/resource/Arthur_Davis_(animator)|http://dbpedia.org/resource/Virgil_Ross|http://dbpedia.org/resource/Manuel_Perez_(animator)}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","{Looney Tunes|Tweety}","{http://dbpedia.org/resource/Looney_Tunes|http://dbpedia.org/resource/Tweety}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Bone_for_a_Bone","A Bone for a Bone","{Arthur Davis (animator)|Virgil Ross|Manuel Perez (animator)}","{http://dbpedia.org/resource/Arthur_Davis_(animator)|http://dbpedia.org/resource/Virgil_Ross|http://dbpedia.org/resource/Manuel_Perez_(animator)}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Broken_Leghorn","A Broken Leghorn","{Warren Batchelder|Tom Ray}","{http://dbpedia.org/resource/Warren_Batchelder|http://dbpedia.org/resource/Tom_Ray}","NULL","NULL","Robert McKimson","http://dbpedia.org/resource/Robert_McKimson","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","John W. Burton (film producer)","http://dbpedia.org/resource/John_W._Burton_(film_producer)","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Cartoonist's_Nightmare","A Cartoonist's Nightmare","Don Williams","http://dbpedia.org/resource/Don_Williams","NULL","NULL","Jack King (animator)","http://dbpedia.org/resource/Jack_King_(animator)","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Leon Schlesinger","http://dbpedia.org/resource/Leon_Schlesinger","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Cat,_a_Mouse_and_a_Bell","A Cat a Mouse and a Bell","NULL","NULL","NULL","NULL","NULL","NULL","Columbia Pictures","http://dbpedia.org/resource/Columbia_Pictures","NULL","NULL","NULL","Charles Mintz","http://dbpedia.org/resource/Charles_Mintz","Color Rhapsodies","http://dbpedia.org/resource/Color_Rhapsodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Corny_Concerto","A Corny Concerto","{Robert McKimson|Bill Melendez|Rod Scribner|Virgil Ross|Manny Gould}","{http://dbpedia.org/resource/Robert_McKimson|http://dbpedia.org/resource/Bill_Melendez|http://dbpedia.org/resource/Rod_Scribner|http://dbpedia.org/resource/Virgil_Ross|http://dbpedia.org/resource/Manny_Gould}","NULL","NULL","Bob Clampett","http://dbpedia.org/resource/Bob_Clampett","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","Leon Schlesinger","http://dbpedia.org/resource/Leon_Schlesinger","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Coy_Decoy","A Coy Decoy","Norman McCabe","http://dbpedia.org/resource/Norman_McCabe","NULL","NULL","Bob Clampett","http://dbpedia.org/resource/Bob_Clampett","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","Leon Schlesinger","http://dbpedia.org/resource/Leon_Schlesinger","{Looney Tunes|Porky Pig}","{http://dbpedia.org/resource/Looney_Tunes|http://dbpedia.org/resource/Porky_Pig}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Day_at_the_Zoo","A Day at the Zoo","NULL","NULL","NULL","NULL","Tex Avery","http://dbpedia.org/resource/Tex_Avery","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","031213","NULL","NULL","Leon Schlesinger","http://dbpedia.org/resource/Leon_Schlesinger","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Feather_in_His_Hare","A Feather in His Hare","{Ken Harris|Phil Monroe|Ben Washam|Lloyd Vaughan}","{http://dbpedia.org/resource/Ken_Harris|http://dbpedia.org/resource/Phil_Monroe|http://dbpedia.org/resource/Ben_Washam|http://dbpedia.org/resource/Lloyd_Vaughan}","NULL","NULL","Chuck Jones","http://dbpedia.org/resource/Chuck_Jones","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","0040346","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Fine_Feathered_Frenzy","A Fine Feathered Frenzy","{Don Patterson (animator)|Art Landy|Herman_Cohen_(animator)|Ray_Abrams_(animator)|Raymond Jacobs}","{http://dbpedia.org/resource/Don_Patterson_(animator)|http://dbpedia.org/resource/Art_Landy|http://dbpedia.org/resource/Herman_Cohen_(animator)|http://dbpedia.org/resource/Ray_Abrams_(animator)|http://dbpedia.org/resource/Raymond_Jacobs}","NULL","NULL","Don Patterson (animator)","http://dbpedia.org/resource/Don_Patterson_(animator)","Universal Studios","http://dbpedia.org/resource/Universal_Studios","NULL","NULL","NULL","Walter Lantz","http://dbpedia.org/resource/Walter_Lantz","Woody Woodpecker filmography","http://dbpedia.org/resource/Woody_Woodpecker_filmography","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Fox_in_a_Fix","A Fox in a Fix","{Bill Melendez|Charles McKimson|Rod Scribner|Phil DeLara|John_Carey_(animator)}","{http://dbpedia.org/resource/Bill_Melendez|http://dbpedia.org/resource/Charles_McKimson|http://dbpedia.org/resource/Rod_Scribner|http://dbpedia.org/resource/Phil_DeLara|http://dbpedia.org/resource/John_Carey_(animator)}","NULL","NULL","Robert McKimson","http://dbpedia.org/resource/Robert_McKimson","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Fractured_Leghorn","A Fractured Leghorn","{Bill Melendez|Charles McKimson|Rod Scribner|Phil DeLara}","{http://dbpedia.org/resource/Bill_Melendez|http://dbpedia.org/resource/Charles_McKimson|http://dbpedia.org/resource/Rod_Scribner|http://dbpedia.org/resource/Phil_DeLara}","NULL","NULL","Robert McKimson","http://dbpedia.org/resource/Robert_McKimson","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","0042475","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Gander_at_Mother_Goose","A Gander at Mother Goose","Charles McKimson","http://dbpedia.org/resource/Charles_McKimson","NULL","NULL","Tex Avery","http://dbpedia.org/resource/Tex_Avery","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Leon Schlesinger","http://dbpedia.org/resource/Leon_Schlesinger","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Good_Time_for_a_Dime","A Good Time for a Dime","NULL","NULL","NULL","NULL","Dick Lundy (animator)","http://dbpedia.org/resource/Dick_Lundy_(animator)","NULL","NULL","NULL","NULL","NULL","Walt Disney","http://dbpedia.org/resource/Walt_Disney","Donald Duck","http://dbpedia.org/resource/Donald_Duck","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Gruesome_Twosome","A Gruesome Twosome","{Robert McKimson|Rod Scribner|Manny Gould}","{http://dbpedia.org/resource/Robert_McKimson|http://dbpedia.org/resource/Rod_Scribner|http://dbpedia.org/resource/Manny_Gould}","NULL","NULL","Bob Clampett","http://dbpedia.org/resource/Bob_Clampett","Warner Bros.","http://dbpedia.org/resource/Warner_Bros.","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","{Tweety|Merrie Melodies}","{http://dbpedia.org/resource/Tweety|http://dbpedia.org/resource/Merrie_Melodies}","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Ham_in_a_Role","A Ham in a Role","{Bill Melendez|Charles McKimson|Phil DeLara|Emery Hawkins}","{http://dbpedia.org/resource/Bill_Melendez|http://dbpedia.org/resource/Charles_McKimson|http://dbpedia.org/resource/Phil_DeLara|http://dbpedia.org/resource/Emery_Hawkins}","NULL","NULL","Robert McKimson","http://dbpedia.org/resource/Robert_McKimson","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","NULL","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Looney Tunes","http://dbpedia.org/resource/Looney_Tunes","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Happy_Family","A Happy Family","Manny Gould","http://dbpedia.org/resource/Manny_Gould","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Krazy Kat","http://dbpedia.org/resource/Krazy_Kat","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
"http://dbpedia.org/resource/A_Hare_Grows_in_Manhattan","A Hare Grows in Manhattan","{Gerry Chiniquy|Virgil Ross|Manuel Perez (animator)}","{http://dbpedia.org/resource/Gerry_Chiniquy|http://dbpedia.org/resource/Virgil_Ross|http://dbpedia.org/resource/Manuel_Perez_(animator)}","NULL","NULL","Friz Freleng","http://dbpedia.org/resource/Friz_Freleng","{Warner Bros.|Vitaphone}","{http://dbpedia.org/resource/Warner_Bros.|http://dbpedia.org/resource/Vitaphone}","0039448","NULL","NULL","Edward Selzer","http://dbpedia.org/resource/Edward_Selzer","Merrie Melodies","http://dbpedia.org/resource/Merrie_Melodies","NULL","{owl#Thing|hollywood cartoon|work|CreativeWork|Q386724|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL"
