"URI","rdf-schema#label","director_label","director","imdbId","licensee","musicComposer_label","musicComposer","network_label","network","producer_label","producer","soundRecording_label","soundRecording","type_label","type","writer_label","writer","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","rdf-schema#seeAlso_label","rdf-schema#seeAlso","owl#differentFrom_label","owl#differentFrom"
"URI","http://www.w3.org/2000/01/rdf-schema#label","http://dbpedia.org/ontology/director","http://dbpedia.org/ontology/director","http://dbpedia.org/ontology/imdbId","http://dbpedia.org/ontology/licensee","http://dbpedia.org/ontology/musicComposer","http://dbpedia.org/ontology/musicComposer","http://dbpedia.org/ontology/network","http://dbpedia.org/ontology/network","http://dbpedia.org/ontology/producer","http://dbpedia.org/ontology/producer","http://dbpedia.org/ontology/soundRecording","http://dbpedia.org/ontology/soundRecording","http://dbpedia.org/ontology/type","http://dbpedia.org/ontology/type","http://dbpedia.org/ontology/writer","http://dbpedia.org/ontology/writer","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://www.w3.org/2002/07/owl#differentFrom","http://www.w3.org/2002/07/owl#differentFrom"
"URI","XMLSchema#string","XMLSchema#string","Person","XMLSchema#string","XMLSchema#string","XMLSchema#string","MusicalArtist","XMLSchema#string","Broadcaster","XMLSchema#string","Agent","XMLSchema#string","Sound","XMLSchema#string","owl#Thing","XMLSchema#string","Person","XMLSchema#string","owl#Thing","XMLSchema#string","owl#Thing","XMLSchema#string","owl#Thing"
"http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Person","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/MusicalArtist","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Broadcaster","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Agent","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Sound","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Person","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing"
"http://dbpedia.org/resource/+Tic_Elder_Sister__ona__1","NULL","Tsutomu Mizushima","http://dbpedia.org/resource/Tsutomu_Mizushima","NULL","NULL","Tatsuya Kato","http://dbpedia.org/resource/Tatsuya_Kato","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/.hack//Legend_of_the_Twilight__tv_series__1","NULL","{Kōichi Mashimo|Koji Sawai}","{http://dbpedia.org/resource/Kōichi_Mashimo|http://dbpedia.org/resource/Koji_Sawai}","NULL","NULL","NULL","NULL","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/.hack//Liminality",".hack//Liminality","{Kōichi Mashimo|Hiroshi Morioka}","{http://dbpedia.org/resource/Kōichi_Mashimo|http://dbpedia.org/resource/Hiroshi_Morioka}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Original video animation","http://dbpedia.org/resource/Original_video_animation","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/.hack//Quantum",".hack//Quantum","NULL","NULL","NULL","NULL","Kow Otani","http://dbpedia.org/resource/Kow_Otani","Bandai Visual","http://dbpedia.org/resource/Bandai_Visual","NULL","NULL","NULL","NULL","Original video animation","http://dbpedia.org/resource/Original_video_animation","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/.hack//Roots",".hack//Roots","Kōichi Mashimo","http://dbpedia.org/resource/Kōichi_Mashimo","NULL","NULL","Ali Project","http://dbpedia.org/resource/Ali_Project","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","Miu_Kawasaki","http://dbpedia.org/resource/Miu_Kawasaki","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","List of .hack characters","http://dbpedia.org/resource/List_of_.hack_characters","NULL","NULL"
"http://dbpedia.org/resource/.hack//Sign",".hack//Sign","Kōichi Mashimo","http://dbpedia.org/resource/Kōichi_Mashimo","NULL","NULL","Yuki Kajiura","http://dbpedia.org/resource/Yuki_Kajiura","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","Kazunori Itō","http://dbpedia.org/resource/Kazunori_Itō","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","{List_of_.hack|Sign_episodes|Sign_Original_Soundtracks}","{http://dbpedia.org/resource/List_of_.hack|http://dbpedia.org/resource/Sign_episodes|http://dbpedia.org/resource/Sign_Original_Soundtracks}","NULL","NULL"
"http://dbpedia.org/resource/009-1__drama__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Fuji Television","http://dbpedia.org/resource/Fuji_Television","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/009-1__live_film__1","NULL","Koichi Sakamoto","http://dbpedia.org/resource/Koichi_Sakamoto","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/009-1__tv_series__1","NULL","NULL","NULL","NULL","NULL","Taku Iwasaki","http://dbpedia.org/resource/Taku_Iwasaki","{Tokyo Broadcasting System|Animax}","{http://dbpedia.org/resource/Tokyo_Broadcasting_System|http://dbpedia.org/resource/Animax}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/07-Ghost__tv_series__1","NULL","Norihiro_Takamoto","http://dbpedia.org/resource/Norihiro_Takamoto","NULL","NULL","NULL","NULL","UHF anime","http://dbpedia.org/resource/UHF_anime","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/1+2=Paradise__ova__1","NULL","Jun'ichi_Watanabe_(animator)","http://dbpedia.org/resource/Jun'ichi_Watanabe_(animator)","NULL","NULL","NULL","NULL","NULL","NULL","{Toei Company|Agent_21}","{http://dbpedia.org/resource/Toei_Company|http://dbpedia.org/resource/Agent_21}","NULL","NULL","NULL","NULL","Nobuaki_Kishima","http://dbpedia.org/resource/Nobuaki_Kishima","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/10_Tokyo_Warriors","10 Tokyo Warriors","Hikaru_Takanashi","http://dbpedia.org/resource/Hikaru_Takanashi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/11eyes:_Tsumi_to_Batsu_to_Aganai_no_Shōjo__tv_series__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Chiba Television Broadcasting","http://dbpedia.org/resource/Chiba_Television_Broadcasting","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/2001_Nights__ova__1","NULL","Yoshio_Takeuchi","http://dbpedia.org/resource/Yoshio_Takeuchi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/2001_Nights__ova__2","NULL","Fumihiko Sori","http://dbpedia.org/resource/Fumihiko_Sori","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/20th_Century_Boys__live_film__1","NULL","Yukihiko Tsutsumi","http://dbpedia.org/resource/Yukihiko_Tsutsumi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Naoki Urasawa","http://dbpedia.org/resource/Naoki_Urasawa","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/20th_Century_Boys__live_film__2","NULL","Yukihiko Tsutsumi","http://dbpedia.org/resource/Yukihiko_Tsutsumi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/20th_Century_Boys__live_film__3","NULL","Yukihiko Tsutsumi","http://dbpedia.org/resource/Yukihiko_Tsutsumi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/2112:_The_Birth_of_Doraemon","2112: The Birth of Doraemon","Yoshitomo Yonetani","http://dbpedia.org/resource/Yoshitomo_Yonetani","NULL","NULL","Shinji Miyazaki","http://dbpedia.org/resource/Shinji_Miyazaki","TV Asahi","http://dbpedia.org/resource/TV_Asahi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/30-sai_no_Hoken_Taiiku__tv_series__1","NULL","Mankyū","http://dbpedia.org/resource/Mankyū","NULL","NULL","NULL","NULL","{Tokyo Metropolitan Television|Nippon BS Broadcasting}","{http://dbpedia.org/resource/Tokyo_Metropolitan_Television|http://dbpedia.org/resource/Nippon_BS_Broadcasting}","NULL","NULL","NULL","NULL","NULL","NULL","Ryō_Akiyama","http://dbpedia.org/resource/Ryō_Akiyama","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/3000_Leagues_in_Search_of_Mother","3000 Leagues in Search of Mother","{Isao Takahata|Hajime Okayasu}","{http://dbpedia.org/resource/Isao_Takahata|http://dbpedia.org/resource/Hajime_Okayasu}","NULL","NULL","NULL","NULL","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/37.5°C_no_Namida__drama__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/3×3_Eyes__ova__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Original video animation","http://dbpedia.org/resource/Original_video_animation","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/3×3_Eyes__ova__2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Original video animation","http://dbpedia.org/resource/Original_video_animation","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/5_Centimeters_Per_Second","5 Centimeters Per Second","Makoto Shinkai","http://dbpedia.org/resource/Makoto_Shinkai","NULL","NULL","Tenmon (composer)","http://dbpedia.org/resource/Tenmon_(composer)","NULL","NULL","Makoto Shinkai","http://dbpedia.org/resource/Makoto_Shinkai","NULL","NULL","NULL","NULL","Makoto Shinkai","http://dbpedia.org/resource/Makoto_Shinkai","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/801_T.T.S._Airbats__ova__1","NULL","NULL","NULL","NULL","ADV Films","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Original video animation","http://dbpedia.org/resource/Original_video_animation","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/81diver__drama__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Fuji Television","http://dbpedia.org/resource/Fuji_Television","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/8_Man__live_film__1","NULL","Yasuhiro_Horiuchi","http://dbpedia.org/resource/Yasuhiro_Horiuchi","NULL","NULL","Carole King","http://dbpedia.org/resource/Carole_King","NULL","NULL","Isao_Urushidani","http://dbpedia.org/resource/Isao_Urushidani","NULL","NULL","NULL","NULL","{Mitsuyuki_Miyazaki|Junko_Suzuki}","{http://dbpedia.org/resource/Mitsuyuki_Miyazaki|http://dbpedia.org/resource/Junko_Suzuki}","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/8_Man__ova__1","NULL","Yoriyasu_Kogawa","http://dbpedia.org/resource/Yoriyasu_Kogawa","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Original video animation","http://dbpedia.org/resource/Original_video_animation","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/8_Man__special__1","NULL","Akinori_Kikuchi","http://dbpedia.org/resource/Akinori_Kikuchi","NULL","NULL","NULL","NULL","Fuji Television","http://dbpedia.org/resource/Fuji_Television","NULL","NULL","NULL","NULL","NULL","NULL","Masakazu_Shirai","http://dbpedia.org/resource/Masakazu_Shirai","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/8_Man__tv_series__1","NULL","Haruyuki_Kawajima","http://dbpedia.org/resource/Haruyuki_Kawajima","NULL","NULL","NULL","NULL","{Nine Network|Tokyo Broadcasting System}","{http://dbpedia.org/resource/Nine_Network|http://dbpedia.org/resource/Tokyo_Broadcasting_System}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/A.D._Police:_To_Protect_and_Serve","A.D. Police: To Protect and Serve","NULL","NULL","NULL","NULL","NULL","NULL","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/A.D._Police_Files","A.D. Police Files","{Akira Nishimori|Hidehito_Ueda|Takamasa_Ikegami}","{http://dbpedia.org/resource/Akira_Nishimori|http://dbpedia.org/resource/Hidehito_Ueda|http://dbpedia.org/resource/Takamasa_Ikegami}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
