"URI","rdf-schema#label","author_label","author","budget","cinematography_label","cinematography","director_label","director","distributor_label","distributor","editing_label","editing","firstPublicationDate","gross","illustrator_label","illustrator","imdbId","lastPublicationDate","magazine_label","magazine","musicComposer_label","musicComposer","numberOfVolumes","producer_label","producer","publisher_label","publisher","runtime","soundRecording_label","soundRecording","starring_label","starring","type_label","type","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","rdf-schema#seeAlso_label","rdf-schema#seeAlso","owl#differentFrom_label","owl#differentFrom"
"http://dbpedia.org/resource/Fafner_in_the_Azure__manga__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2005-04-27","NULL","Mikami_Akitsu","http://dbpedia.org/resource/Mikami_Akitsu","NULL","2006-01-27","Dengeki Daioh","http://dbpedia.org/resource/Dengeki_Daioh","NULL","NULL","2","NULL","NULL","{Digital Manga|MediaWorks (publisher)}","{http://dbpedia.org/resource/Digital_Manga|http://dbpedia.org/resource/MediaWorks_(publisher)}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fair,_then_Partly_Piggy","Fair then Partly Piggy","Shiro Yadama","http://dbpedia.org/resource/Shiro_Yadama","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1980-09-05","NULL","NULL","NULL","NULL","2013-07-11","NULL","NULL","NULL","NULL","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/FairChild","FairChild","ALcot","http://dbpedia.org/resource/ALcot","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{ALcot|Enterbrain}","{http://dbpedia.org/resource/ALcot|http://dbpedia.org/resource/Enterbrain}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/FairlyLife","FairlyLife","Hooksoft","http://dbpedia.org/resource/Hooksoft","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2008-09-26","NULL","NULL","NULL","NULL","2008-11-26","Monthly Comp Ace","http://dbpedia.org/resource/Monthly_Comp_Ace","NULL","NULL","NULL","NULL","NULL","Kadokawa Shoten","http://dbpedia.org/resource/Kadokawa_Shoten","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fairy_Cube","Fairy Cube","Kaori Yuki","http://dbpedia.org/resource/Kaori_Yuki","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Hana to Yume","http://dbpedia.org/resource/Hana_to_Yume","NULL","NULL","3","NULL","NULL","Hakusensha","http://dbpedia.org/resource/Hakusensha","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fairy_Navigator_Runa","Fairy Navigator Runa","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Nakayoshi","http://dbpedia.org/resource/Nakayoshi","NULL","NULL","7","NULL","NULL","{Kodansha|Del Rey Manga}","{http://dbpedia.org/resource/Kodansha|http://dbpedia.org/resource/Del_Rey_Manga}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fairy_Tail","Fairy Tail","Hiro Mashima","http://dbpedia.org/resource/Hiro_Mashima","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2006-08-02","NULL","NULL","NULL","NULL","NULL","Weekly Shōnen Magazine","http://dbpedia.org/resource/Weekly_Shōnen_Magazine","NULL","NULL","53","NULL","NULL","Kodansha","http://dbpedia.org/resource/Kodansha","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","{List of Fairy Tail soundtracks|List of Fairy Tail characters|List of Fairy Tail volumes|List of Fairy Tail episodes}","{http://dbpedia.org/resource/List_of_Fairy_Tail_soundtracks|http://dbpedia.org/resource/List_of_Fairy_Tail_characters|http://dbpedia.org/resource/List_of_Fairy_Tail_volumes|http://dbpedia.org/resource/List_of_Fairy_Tail_episodes}","NULL","NULL"
"http://dbpedia.org/resource/Fairy_Tail:_Blue_Mistral","Fairy Tail: Blue Mistral","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-08-02","NULL","NULL","NULL","NULL","2015-12-01","Nakayoshi","http://dbpedia.org/resource/Nakayoshi","NULL","NULL","4","NULL","NULL","Kodansha","http://dbpedia.org/resource/Kodansha","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fairy_Tail_Zero","Fairy Tail Zero","Hiro Mashima","http://dbpedia.org/resource/Hiro_Mashima","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-07-17","NULL","NULL","NULL","NULL","2015-07-17","NULL","NULL","NULL","NULL","1","NULL","NULL","Kodansha","http://dbpedia.org/resource/Kodansha","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fake_(manga)","Fake (manga)","Sanami Matoh","http://dbpedia.org/resource/Sanami_Matoh","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Libre Publishing|Hug_(magazine)}","{http://dbpedia.org/resource/Libre_Publishing|http://dbpedia.org/resource/Hug_(magazine)}","NULL","NULL","7","NULL","NULL","{Libre Publishing|Asuka_Shisha}","{http://dbpedia.org/resource/Libre_Publishing|http://dbpedia.org/resource/Asuka_Shisha}","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fake_Fur_(manga)","Fake Fur (manga)","Satomi_Yamagata","http://dbpedia.org/resource/Satomi_Yamagata","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{2001-10-27|2005-12-27}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","Houbunsha","http://dbpedia.org/resource/Houbunsha","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fall_in_Love_Like_a_Comic!","Fall in Love Like a Comic!","Chitose Yagami","http://dbpedia.org/resource/Chitose_Yagami","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{ChuChu (magazine)|Ciao (magazine)}","{http://dbpedia.org/resource/ChuChu_(magazine)|http://dbpedia.org/resource/Ciao_(magazine)}","NULL","NULL","1","NULL","NULL","{Shogakukan|Viz Media}","{http://dbpedia.org/resource/Shogakukan|http://dbpedia.org/resource/Viz_Media}","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fallen_Moon","Fallen Moon","Toui_Hasumi","http://dbpedia.org/resource/Toui_Hasumi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2004-04-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","{Tokyopop|Libre Publishing|Gentosha}","{http://dbpedia.org/resource/Tokyopop|http://dbpedia.org/resource/Libre_Publishing|http://dbpedia.org/resource/Gentosha}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Family_Complex","Family Complex","Mikiyo Tsuda","http://dbpedia.org/resource/Mikiyo_Tsuda","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Wings (magazine)","http://dbpedia.org/resource/Wings_(magazine)","NULL","NULL","1","NULL","NULL","Shinshokan","http://dbpedia.org/resource/Shinshokan","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fancy_Dance_(manga)","Fancy Dance (manga)","Reiko Okano","http://dbpedia.org/resource/Reiko_Okano","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Flowers (magazine)","http://dbpedia.org/resource/Flowers_(magazine)","NULL","NULL","NULL","NULL","NULL","Shogakukan","http://dbpedia.org/resource/Shogakukan","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fancy_Lala__manga__1","NULL","Rurika_Kasuga","http://dbpedia.org/resource/Rurika_Kasuga","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Ribon","http://dbpedia.org/resource/Ribon","NULL","NULL","2","NULL","NULL","Shueisha","http://dbpedia.org/resource/Shueisha","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fantasista_Doll","Fantasista Doll","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{2013-04-10|2013-04-19|2013-09-20|2013-10-19}","NULL","NULL","NULL","NULL","2013-07-19","{Comptiq|Monthly Comp Ace|Monthly Comic Alive}","{http://dbpedia.org/resource/Comptiq|http://dbpedia.org/resource/Monthly_Comp_Ace|http://dbpedia.org/resource/Monthly_Comic_Alive}","NULL","NULL","14","NULL","NULL","{Media Factory|Kadokawa Shoten|Fujimi Shobo}","{http://dbpedia.org/resource/Media_Factory|http://dbpedia.org/resource/Kadokawa_Shoten|http://dbpedia.org/resource/Fujimi_Shobo}","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fantastic_Children__manga__1","NULL","Takashi Nakamura","http://dbpedia.org/resource/Takashi_Nakamura","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Masakazu_Miyano","http://dbpedia.org/resource/Masakazu_Miyano","NULL","NULL","Monthly Comic Flapper","http://dbpedia.org/resource/Monthly_Comic_Flapper","NULL","NULL","2","NULL","NULL","Media Factory","http://dbpedia.org/resource/Media_Factory","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fantastic_Detective_Labyrinth","Fantastic Detective Labyrinth","Meito_Manjō","http://dbpedia.org/resource/Meito_Manjō","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2006-08-17","NULL","Seiji_Wakayama","http://dbpedia.org/resource/Seiji_Wakayama","NULL","2008-08-12","Magazine Special","http://dbpedia.org/resource/Magazine_Special","NULL","NULL","8","NULL","NULL","Kodansha","http://dbpedia.org/resource/Kodansha","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fantasy_Zone__manga__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Faster_than_a_Kiss","Faster than a Kiss","Meca Tanaka","http://dbpedia.org/resource/Meca_Tanaka","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","LaLa","http://dbpedia.org/resource/LaLa","NULL","NULL","12","NULL","NULL","Hakusensha","http://dbpedia.org/resource/Hakusensha","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fate/Apocrypha","Fate/Apocrypha","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2012-12-29","NULL","NULL","NULL","NULL","2014-12-30","NULL","NULL","NULL","NULL","5","NULL","NULL","Type-Moon","http://dbpedia.org/resource/Type-Moon","NULL","NULL","NULL","NULL","NULL","Light novel","http://dbpedia.org/resource/Light_novel","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fate/Zero","Fate/Zero","Gen Urobuchi","http://dbpedia.org/resource/Gen_Urobuchi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2006-12-29","NULL","Takashi Takeuchi","http://dbpedia.org/resource/Takashi_Takeuchi","NULL","2007-12-29","Young Ace","http://dbpedia.org/resource/Young_Ace","NULL","NULL","{4|11}","NULL","NULL","{Type-Moon|Kadokawa Shoten}","{http://dbpedia.org/resource/Type-Moon|http://dbpedia.org/resource/Kadokawa_Shoten}","NULL","NULL","NULL","NULL","NULL","Light novel","http://dbpedia.org/resource/Light_novel","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","{List_of_Fate|Zero_episodes}","{http://dbpedia.org/resource/List_of_Fate|http://dbpedia.org/resource/Zero_episodes}","NULL","NULL"
"http://dbpedia.org/resource/Fate/kaleid_liner_Prisma_Illya","Fate/kaleid liner Prisma Illya","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Monthly Comp Ace","http://dbpedia.org/resource/Monthly_Comp_Ace","NULL","NULL","{2|5|6}","NULL","NULL","Kadokawa Shoten","http://dbpedia.org/resource/Kadokawa_Shoten","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","{Shirou Emiya|List_of_Fate|Stay_night_characters|Saber_(Fate|Stay_night)|Kaleid_liner_Prisma_Illya_episodes}","{http://dbpedia.org/resource/Shirou_Emiya|http://dbpedia.org/resource/List_of_Fate|http://dbpedia.org/resource/Stay_night_characters|http://dbpedia.org/resource/Saber_(Fate|http://dbpedia.org/resource/Stay_night)|http://dbpedia.org/resource/Kaleid_liner_Prisma_Illya_episodes}","NULL","NULL"
"http://dbpedia.org/resource/Fate/stay_night__manga__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Monthly Shōnen Ace","http://dbpedia.org/resource/Monthly_Shōnen_Ace","NULL","NULL","20","NULL","NULL","Kadokawa Shoten","http://dbpedia.org/resource/Kadokawa_Shoten","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Faust_(manga)","Faust (manga)","Osamu Tezuka","http://dbpedia.org/resource/Osamu_Tezuka","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1950-01-15","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Fuji_Shobo","http://dbpedia.org/resource/Fuji_Shobo","NULL","NULL","NULL","NULL","NULL","Manga","http://dbpedia.org/resource/Manga","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Fight!_Iczer_One","Fight! Iczer One","Arai_Ren","http://dbpedia.org/resource/Arai_Ren","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Lemon People","http://dbpedia.org/resource/Lemon_People","NULL","NULL","NULL","NULL","NULL","Kubo_Shoten","http://dbpedia.org/resource/Kubo_Shoten","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|comic|manga|written work|work|CreativeWork|Q386724|Q245068|Q8274}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/WrittenWork|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q245068|http://www.wikidata.org/entity/Q8274}","NULL","NULL","NULL","NULL"
