"name"
"http://dbpedia.org/resource/Noir_(anime)"
"http://dbpedia.org/resource/Space_Battleship_Yamato"
"http://dbpedia.org/resource/The_Snow_Queen_(anime)"
"http://dbpedia.org/resource/Bagi,_the_Monster_of_Mighty_Nature"
"http://dbpedia.org/resource/Berserk_(1997_TV_series)"
"http://dbpedia.org/resource/Berserk_(2016_TV_series)"
"http://dbpedia.org/resource/Djibril_–_The_Devil_Angel"
"http://dbpedia.org/resource/Dragon_Quest_(TV_series)"
"http://dbpedia.org/resource/Jeff_Chiba_Stearns"
"http://dbpedia.org/resource/Leo_the_Lion_(anime)"
"http://dbpedia.org/resource/Mitsuo_Fukuda"
"http://dbpedia.org/resource/Shin_Hakkenden"
"http://dbpedia.org/resource/Street_Fighter_(1992_film)"
"http://dbpedia.org/resource/Street_Fighter_II_V"
"http://dbpedia.org/resource/Taotao_(anime)"
"http://dbpedia.org/resource/The_Hakkenden"
"http://dbpedia.org/resource/The_SoulTaker"
"http://dbpedia.org/resource/The_Ultraman"
"http://dbpedia.org/resource/Yu-Gi-Oh!_5D's"
"http://dbpedia.org/resource/Yu-Gi-Oh!_Arc-V"
"http://dbpedia.org/resource/Yu-Gi-Oh!_Duel_Monsters"
"http://dbpedia.org/resource/Zaion:_I_Wish_You_Were_Here"
"http://dbpedia.org/resource/Aquatic_Language"
"http://dbpedia.org/resource/Gokū_no_Daibōken"
"http://dbpedia.org/resource/Hanoka"
"http://dbpedia.org/resource/Imōto_Jiru"
"http://dbpedia.org/resource/Marginal_Prince"
"http://dbpedia.org/resource/Nanami-chan"
"http://dbpedia.org/resource/The_World_of_Golden_Eggs"
"http://dbpedia.org/resource/Viper's_Creed"
"http://dbpedia.org/resource/Akahori_Gedou_Hour_Rabuge"
"http://dbpedia.org/resource/Akiba-chan_(anime)"
"http://dbpedia.org/resource/Ani*Kuri15"
"http://dbpedia.org/resource/Anime_Shūkan_DX!_Mi-Pha-Pu"
"http://dbpedia.org/resource/Arabian_Nights:_Sinbad's_Adventures"
"http://dbpedia.org/resource/Basquash!"
"http://dbpedia.org/resource/Daicon_III_and_IV_Opening_Animations"
"http://dbpedia.org/resource/Eden_of_the_East"
"http://dbpedia.org/resource/Element_Hunters"
"http://dbpedia.org/resource/Eternal_Family"
"http://dbpedia.org/resource/Ganba_no_Bōken"
"http://dbpedia.org/resource/Genji_Monogatari_Sennenki"
"http://dbpedia.org/resource/Giant_Gorg"
"http://dbpedia.org/resource/Harukoi_Otome"
"http://dbpedia.org/resource/Hatara_Kizzu_Maihamu_Gumi"
"http://dbpedia.org/resource/Invincible_King_Tri-Zenon"
